age,income,employment_years,credit_score,loan_amount,debt_to_income,existing_loans,home_ownership,loan_purpose,Default
36,55521.82,0.9,683.0,19465.12,0.369,1,MORTGAGE,debt_consolidation,1
49,65353.18,2.5,778.0,1000.0,-0.06,1,RENT,medical,0
26,40485.12,4.3,627.0,12627.14,0.309,1,MORTGAGE,debt_consolidation,1
46,58735.34,14.8,661.0,16930.58,0.259,2,OWN,business,0
31,39892.34,0.4,563.0,5791.89,0.162,1,OWN,education,0
44,42769.64,3.5,581.0,18090.59,0.383,0,RENT,home_improvement,1
49,26866.78,2.0,658.0,13364.23,0.446,3,OWN,medical,0
23,36535.34,3.5,738.0,29043.81,0.692,1,OWN,home_improvement,0
30,27966.31,0.1,629.0,27584.16,1.047,0,MORTGAGE,education,1
21,35482.53,1.9,631.0,11273.56,0.298,3,MORTGAGE,business,0
63,76072.84,8.6,617.0,13793.3,0.189,0,MORTGAGE,business,0
46,36012.02,4.0,607.0,14408.42,0.4,3,RENT,education,0
32,107647.64,3.0,674.0,11386.72,0.052,2,MORTGAGE,home_improvement,0
34,64866.36,1.7,530.0,16560.2,0.192,2,OWN,medical,0
45,58696.72,1.8,752.0,8933.74,0.102,0,MORTGAGE,debt_consolidation,0
28,37832.84,2.4,597.0,5955.08,0.121,1,RENT,business,0
63,69006.2,9.0,708.0,19981.69,0.308,1,OWN,education,0
24,43487.24,17.1,548.0,20036.24,0.421,0,MORTGAGE,home_improvement,0
48,57440.2,2.9,704.0,8565.47,0.236,2,MORTGAGE,medical,0
27,106201.69,2.5,704.0,22162.84,0.26,1,MORTGAGE,home_improvement,0
30,53078.8,9.4,681.0,9947.38,0.228,0,MORTGAGE,medical,0
56,77985.47,2.8,570.0,17025.32,0.212,0,RENT,debt_consolidation,0
22,40936.47,4.0,670.0,21562.75,0.602,0,MORTGAGE,debt_consolidation,0
46,54300.23,1.3,555.0,14731.1,0.26,4,OWN,education,1
34,90416.01,6.8,630.0,18637.93,0.205,5,RENT,education,0
36,42460.66,3.8,732.0,10868.56,0.264,3,RENT,medical,1
63,91248.97,8.3,714.0,13428.27,0.182,2,RENT,medical,0
62,69155.04,7.6,651.0,13353.12,0.225,1,MORTGAGE,medical,0
37,43750.66,1.2,572.0,9027.37,0.183,1,RENT,medical,0
66,67648.15,6.3,702.0,13585.81,0.174,1,OWN,debt_consolidation,0
42,74451.09,8.0,652.0,2611.05,0.067,1,RENT,education,0
24,67436.2,2.1,464.0,11070.77,0.2,0,OWN,education,0
39,23595.51,0.9,713.0,12721.0,0.519,0,MORTGAGE,business,0
22,40457.26,0.0,648.0,12950.56,0.241,0,MORTGAGE,education,1
59,50049.63,3.0,746.0,13068.02,0.251,2,OWN,education,0
29,53511.33,2.2,562.0,14505.89,0.302,0,OWN,home_improvement,0
39,67413.44,4.0,396.0,18835.53,0.37,1,RENT,home_improvement,0
36,58554.02,1.0,672.0,21996.14,0.316,2,MORTGAGE,business,0
45,28293.11,9.8,673.0,9801.88,0.325,0,RENT,medical,0
68,62603.96,1.5,515.0,5374.39,0.066,1,RENT,business,1
38,67211.71,1.3,572.0,6663.64,0.167,0,MORTGAGE,business,0
43,66195.81,3.3,850.0,11102.38,0.166,0,RENT,debt_consolidation,0
41,76615.61,3.5,626.0,12184.63,0.114,2,MORTGAGE,education,0
31,71678.44,1.2,708.0,8840.03,0.151,1,RENT,debt_consolidation,0
59,64183.6,1.6,598.0,4631.07,0.052,1,MORTGAGE,education,0
61,53596.69,0.9,483.0,11351.03,0.151,2,RENT,business,0
24,21780.78,6.3,636.0,16451.41,0.711,0,RENT,education,1
45,63592.36,7.4,629.0,19760.24,0.397,0,RENT,medical,1
52,59153.75,3.1,618.0,10540.62,0.197,0,MORTGAGE,medical,1
50,60431.58,6.3,641.0,11696.02,0.199,2,MORTGAGE,business,0
65,29465.03,6.7,671.0,7586.41,0.245,0,OWN,home_improvement,0
46,33378.87,0.7,638.0,14748.49,0.456,2,MORTGAGE,medical,0
56,76063.06,16.9,549.0,8212.57,0.122,1,MORTGAGE,business,0
54,54208.9,8.6,689.0,19585.02,0.376,1,MORTGAGE,debt_consolidation,1
29,68630.01,1.1,494.0,1000.0,0.02,2,MORTGAGE,home_improvement,0
32,55566.37,1.0,486.0,12122.96,0.262,0,RENT,medical,0
22,55595.12,0.7,709.0,17408.86,0.314,3,MORTGAGE,business,0
58,73765.68,0.7,691.0,16470.68,0.174,1,OWN,business,0
25,44679.11,6.9,645.0,36544.27,0.787,1,RENT,debt_consolidation,1
25,56922.42,3.2,538.0,17798.4,0.214,0,RENT,debt_consolidation,0
42,45754.49,7.6,593.0,6967.56,0.254,5,MORTGAGE,home_improvement,1
25,46310.08,6.9,629.0,14236.29,0.351,0,MORTGAGE,medical,1
24,48816.56,4.6,522.0,1000.0,-0.021,0,MORTGAGE,business,0
29,59442.68,5.8,591.0,14355.2,0.227,1,MORTGAGE,home_improvement,0
49,45425.03,0.1,702.0,8335.55,0.152,1,MORTGAGE,home_improvement,1
42,80115.12,1.9,764.0,22323.12,0.356,2,RENT,debt_consolidation,0
47,37107.85,5.1,,10603.68,0.215,0,RENT,business,1
30,51262.57,0.0,711.0,14065.87,0.28,1,RENT,education,1
36,46205.38,0.2,497.0,9915.54,0.209,1,RENT,debt_consolidation,0
62,83939.56,9.5,703.0,28910.81,0.386,0,RENT,business,0
62,58931.1,5.8,586.0,12430.06,0.206,2,OWN,home_improvement,0
30,75636.89,1.5,675.0,29660.46,0.304,1,MORTGAGE,home_improvement,0
26,25288.79,5.8,630.0,21513.21,0.838,0,MORTGAGE,medical,1
69,60341.01,7.9,756.0,18856.53,0.264,1,OWN,education,1
25,72792.62,1.8,580.0,17949.87,0.251,1,MORTGAGE,debt_consolidation,0
26,56645.68,0.2,700.0,18150.38,0.392,0,OWN,medical,0
67,76309.61,13.5,628.0,1000.0,-0.074,1,MORTGAGE,medical,0
45,44654.23,2.1,637.0,12768.93,0.246,4,OWN,education,1
24,83186.95,0.6,635.0,21761.26,0.234,3,RENT,debt_consolidation,0
60,100977.96,3.4,582.0,14608.82,0.126,1,MORTGAGE,debt_consolidation,0
68,47743.23,7.3,649.0,3758.48,0.116,1,RENT,home_improvement,0
52,46089.95,1.3,645.0,14580.76,0.308,0,OWN,debt_consolidation,0
55,84067.69,1.6,669.0,28632.84,0.361,1,RENT,medical,0
30,86591.44,1.4,657.0,24975.13,0.257,0,MORTGAGE,home_improvement,0
54,44542.8,23.9,714.0,14503.97,0.337,0,MORTGAGE,debt_consolidation,0
56,46596.26,1.1,724.0,22611.59,0.524,1,RENT,education,1
26,49364.31,4.3,566.0,12067.94,0.208,1,MORTGAGE,medical,0
63,28110.99,13.0,720.0,1369.03,0.088,1,RENT,business,0
66,36626.96,0.8,555.0,7604.27,0.21,1,RENT,education,1
36,34917.18,17.7,697.0,27503.11,0.84,5,RENT,education,0
39,39644.05,14.7,700.0,12808.06,0.313,5,MORTGAGE,debt_consolidation,0
54,54306.3,10.8,497.0,13052.93,0.259,3,RENT,home_improvement,1
45,59684.29,1.2,657.0,12601.29,0.209,2,OWN,home_improvement,0
51,86010.01,5.0,613.0,30233.09,0.347,1,RENT,medical,0
69,35032.92,7.2,589.0,28007.67,0.812,2,RENT,debt_consolidation,1
61,74686.45,21.4,758.0,32750.24,0.465,1,MORTGAGE,home_improvement,0
37,50720.22,1.0,598.0,13727.64,0.208,0,RENT,business,0
67,54010.73,7.3,585.0,17365.0,0.393,3,RENT,debt_consolidation,0
50,68496.39,2.1,656.0,2866.86,-0.051,2,RENT,debt_consolidation,0
59,32545.56,1.0,705.0,26815.48,0.79,0,OWN,home_improvement,0
51,62648.19,2.7,639.0,5657.76,0.086,0,MORTGAGE,education,0
39,58329.04,7.9,743.0,16734.2,0.308,1,RENT,debt_consolidation,1
55,64849.03,3.1,692.0,6221.58,0.175,0,RENT,education,0
49,60783.37,3.9,476.0,10289.07,0.076,3,OWN,medical,1
21,104106.0,26.7,608.0,8301.9,0.054,0,RENT,medical,0
24,42245.2,2.5,605.0,10137.0,0.134,1,MORTGAGE,home_improvement,0
48,44380.06,4.8,688.0,10687.02,0.242,2,MORTGAGE,medical,0
38,42537.19,2.3,440.0,10613.85,0.263,2,OWN,home_improvement,1
46,43890.46,2.5,850.0,21666.67,0.573,3,RENT,home_improvement,0
60,42252.26,5.9,692.0,6161.1,0.152,1,MORTGAGE,education,0
39,78780.33,13.9,662.0,16764.33,0.265,0,MORTGAGE,education,0
26,83410.08,3.9,745.0,24743.67,0.326,1,OWN,medical,0
21,43585.07,7.3,837.0,10894.43,0.228,1,MORTGAGE,education,0
28,38352.89,0.5,720.0,9256.65,0.171,0,MORTGAGE,debt_consolidation,0
53,64428.31,1.2,726.0,13155.8,0.218,0,OWN,business,0
63,43955.54,3.5,660.0,24437.8,0.481,2,RENT,debt_consolidation,0
41,67658.64,0.1,639.0,16552.86,0.309,1,MORTGAGE,debt_consolidation,0
44,59058.46,1.5,612.0,10750.29,0.174,1,RENT,home_improvement,1
45,24685.12,3.6,584.0,18871.01,0.824,2,MORTGAGE,business,1
67,85950.1,0.1,595.0,6181.66,0.048,1,MORTGAGE,home_improvement,0
63,90917.55,1.5,542.0,20450.88,0.238,2,MORTGAGE,education,1
39,42744.23,3.6,644.0,18268.86,0.438,1,OWN,education,1
49,47245.97,4.3,515.0,12537.53,0.263,0,RENT,business,0
30,60717.31,,665.0,8291.31,0.115,0,RENT,medical,0
32,61689.14,5.2,647.0,7906.55,0.148,0,MORTGAGE,education,0
53,68170.89,2.7,662.0,19278.54,0.236,1,MORTGAGE,debt_consolidation,0
27,95204.09,13.3,608.0,24831.84,0.2,2,MORTGAGE,business,0
37,51461.06,7.7,850.0,9901.54,0.255,1,RENT,business,0
30,39034.06,1.1,759.0,18667.09,0.515,2,MORTGAGE,education,0
51,27413.62,0.7,550.0,1000.0,0.04,0,MORTGAGE,education,0
26,40381.4,5.6,669.0,10323.06,0.339,4,OWN,home_improvement,0
37,54337.46,4.1,601.0,14751.53,0.258,1,OWN,home_improvement,0
57,90891.16,7.8,569.0,7722.53,0.151,0,MORTGAGE,debt_consolidation,1
38,44647.77,6.7,543.0,7507.95,0.177,3,MORTGAGE,business,1
46,59475.76,4.9,685.0,9657.76,0.111,0,MORTGAGE,medical,0
69,54671.54,21.5,595.0,17337.54,0.41,2,RENT,medical,0
36,78767.87,3.8,727.0,13501.37,0.221,1,OWN,business,0
28,105538.65,0.6,730.0,1000.0,0.003,3,MORTGAGE,debt_consolidation,0
44,44382.62,8.8,760.0,1000.0,0.059,2,MORTGAGE,home_improvement,0
33,45211.21,1.5,582.0,10145.08,0.204,1,MORTGAGE,home_improvement,0
49,75883.22,7.5,688.0,18661.49,0.287,1,MORTGAGE,home_improvement,1
52,68637.83,15.7,701.0,1000.0,-0.105,1,OWN,medical,0
44,91934.15,6.0,612.0,11002.16,0.069,1,MORTGAGE,medical,0
36,66678.56,4.5,588.0,10790.02,0.211,1,OWN,debt_consolidation,0
31,47814.16,3.1,779.0,26106.7,0.534,3,OWN,medical,1
52,66813.1,2.3,668.0,11919.83,0.189,2,RENT,education,0
26,77174.07,2.2,701.0,18063.91,0.167,1,MORTGAGE,medical,1
55,71409.64,5.1,584.0,16130.06,0.318,1,MORTGAGE,home_improvement,0
53,65145.48,7.0,552.0,1000.0,0.075,1,RENT,debt_consolidation,1
38,76333.49,5.7,604.0,21145.66,0.267,3,RENT,business,0
57,78385.91,1.1,640.0,16723.17,0.193,0,MORTGAGE,business,0
33,82643.18,3.4,565.0,19066.15,0.282,1,OWN,debt_consolidation,0
30,67974.2,7.8,649.0,46409.9,0.782,3,MORTGAGE,education,1
57,51657.64,3.2,515.0,1000.0,0.067,1,RENT,business,0
46,57934.27,3.8,560.0,28797.57,0.606,1,RENT,home_improvement,1
66,79130.18,7.4,704.0,12700.42,0.114,1,OWN,business,0
37,38661.29,5.4,698.0,17298.63,0.406,1,RENT,business,1
21,62373.47,2.6,619.0,14635.9,0.175,2,RENT,home_improvement,0
45,47133.22,11.3,569.0,11606.11,0.268,1,RENT,medical,0
54,55574.9,0.9,568.0,10441.34,0.197,1,RENT,education,0
59,80569.04,27.0,620.0,17636.07,0.211,1,RENT,home_improvement,0
30,58821.98,0.6,702.0,2862.61,0.089,0,MORTGAGE,home_improvement,0
40,55928.73,0.1,724.0,21004.63,0.437,2,RENT,debt_consolidation,0
27,27802.88,11.0,610.0,11670.44,0.343,2,OWN,education,0
36,69925.07,1.4,558.0,5959.45,0.055,2,MORTGAGE,medical,0
57,67909.68,6.5,671.0,11399.9,0.209,2,MORTGAGE,home_improvement,0
49,98265.09,8.3,584.0,25057.19,0.232,3,OWN,medical,0
32,48844.44,9.8,609.0,10717.32,0.18,2,MORTGAGE,home_improvement,0
37,59383.01,23.9,756.0,17867.63,0.352,2,MORTGAGE,home_improvement,0
68,59987.67,1.7,716.0,9152.35,0.088,1,MORTGAGE,debt_consolidation,0
40,86549.07,6.2,663.0,21063.37,0.228,3,OWN,business,0
46,53094.09,0.6,548.0,20484.06,0.402,1,MORTGAGE,education,1
68,60580.43,2.6,667.0,29788.87,0.463,3,OWN,debt_consolidation,0
39,67157.93,9.4,735.0,13595.49,0.242,1,RENT,medical,0
67,58732.18,2.3,,20349.24,0.318,1,MORTGAGE,home_improvement,0
32,46071.33,4.5,758.0,15784.54,0.413,1,OWN,home_improvement,0
41,58881.8,3.5,753.0,25366.97,0.425,1,MORTGAGE,education,0
62,76472.63,5.2,783.0,9249.34,0.155,2,RENT,debt_consolidation,0
54,34469.69,18.0,,20960.04,0.645,0,RENT,debt_consolidation,0
27,57659.39,0.3,697.0,13442.42,0.202,0,MORTGAGE,medical,0
65,40997.58,4.3,763.0,14486.49,0.251,3,RENT,debt_consolidation,0
55,78900.93,9.9,686.0,15734.02,0.217,4,MORTGAGE,debt_consolidation,0
35,24536.26,3.3,610.0,17017.92,0.697,1,MORTGAGE,business,0
21,43821.56,0.4,614.0,14070.17,0.349,0,MORTGAGE,education,0
46,62544.24,4.1,,16717.71,0.256,3,OWN,debt_consolidation,0
55,86310.48,2.0,547.0,27624.94,0.299,0,OWN,medical,1
45,53684.99,0.8,639.0,22883.6,0.527,0,MORTGAGE,home_improvement,1
62,43896.01,9.5,738.0,21953.24,0.427,1,MORTGAGE,debt_consolidation,0
35,92623.14,3.7,475.0,11355.68,0.159,1,OWN,debt_consolidation,0
42,26039.72,13.5,773.0,7886.07,0.274,3,MORTGAGE,home_improvement,0
26,15000.0,8.2,740.0,22642.4,1.493,0,MORTGAGE,business,1
35,63800.29,5.9,613.0,22008.37,0.329,2,MORTGAGE,education,0
44,44958.92,0.0,693.0,26781.37,0.556,1,RENT,business,0
41,34575.34,2.8,650.0,10168.15,0.323,2,RENT,medical,1
27,69167.13,1.1,748.0,13163.61,0.26,0,OWN,debt_consolidation,1
49,59876.01,12.1,729.0,1884.13,0.055,1,RENT,business,0
52,43718.43,1.0,538.0,11860.23,0.276,2,MORTGAGE,education,1
52,29393.91,1.7,697.0,22972.56,0.732,1,RENT,medical,0
25,72449.15,3.6,634.0,11268.04,0.181,0,MORTGAGE,business,0
24,68004.02,1.5,657.0,20123.84,0.404,3,RENT,debt_consolidation,0
42,53016.48,1.2,592.0,13475.98,0.235,0,OWN,education,1
38,91932.74,4.6,790.0,17592.46,0.173,0,RENT,debt_consolidation,0
55,33598.3,0.5,733.0,5818.47,0.145,2,OWN,debt_consolidation,0
37,24489.5,0.3,591.0,15681.68,0.616,0,RENT,medical,1
44,41161.84,2.3,543.0,1000.0,-0.113,0,RENT,education,0
22,54088.28,6.4,619.0,13504.83,0.27,1,MORTGAGE,home_improvement,0
33,59866.79,4.0,685.0,1956.21,-0.01,5,RENT,debt_consolidation,0
35,50175.28,2.7,669.0,24647.96,0.411,1,RENT,education,1
25,62041.11,4.2,750.0,21219.26,0.38,0,MORTGAGE,debt_consolidation,0
23,29969.21,2.3,713.0,18733.37,0.571,0,RENT,business,0
57,83875.29,13.8,728.0,27168.05,0.307,1,OWN,business,0
57,53356.98,0.3,676.0,7408.67,0.212,0,RENT,education,0
57,77345.92,5.6,539.0,28978.91,0.304,2,RENT,medical,0
23,61854.51,,634.0,22457.53,0.286,1,MORTGAGE,home_improvement,1
55,64135.06,8.1,735.0,13107.56,0.218,0,RENT,business,0
43,66395.35,1.0,646.0,24084.96,0.42,1,MORTGAGE,medical,0
48,63954.17,1.8,690.0,6149.65,0.017,4,MORTGAGE,home_improvement,0
50,67854.46,6.3,625.0,8403.89,0.144,0,RENT,business,0
38,81583.05,0.4,568.0,10131.28,0.153,1,MORTGAGE,home_improvement,0
56,58930.42,,640.0,10768.18,0.08,0,RENT,debt_consolidation,0
53,69180.08,6.3,675.0,6547.54,0.135,0,RENT,education,0
46,53205.29,6.5,598.0,24784.66,0.51,1,RENT,business,0
68,83802.34,0.5,631.0,12929.16,0.139,0,OWN,business,0
60,41472.15,6.3,575.0,17820.04,0.492,2,OWN,debt_consolidation,0
37,91018.81,5.7,740.0,10437.19,0.171,1,RENT,business,0
60,54196.84,8.9,626.0,1000.0,0.024,0,MORTGAGE,business,0
27,26384.5,0.2,766.0,17160.46,0.628,0,MORTGAGE,business,0
28,57562.09,0.1,772.0,1000.0,-0.031,2,RENT,business,0
51,41378.97,2.3,644.0,14450.93,0.347,2,MORTGAGE,business,1
32,71812.87,0.8,569.0,4053.48,0.085,1,MORTGAGE,medical,0
68,41947.52,4.1,483.0,30898.21,0.72,0,RENT,business,0
51,46076.33,12.5,532.0,22290.9,0.374,3,RENT,debt_consolidation,1
64,17209.19,2.5,540.0,15846.03,0.984,2,OWN,business,1
39,45953.87,9.3,760.0,25109.65,0.556,2,OWN,home_improvement,0
30,15000.0,0.0,659.0,8229.47,0.53,3,OWN,home_improvement,1
59,23321.94,0.9,681.0,19347.84,0.872,2,RENT,debt_consolidation,0
32,70208.29,0.2,472.0,16598.48,0.313,2,MORTGAGE,medical,0
40,70716.0,2.0,554.0,17112.16,0.102,3,OWN,debt_consolidation,0
57,63509.15,11.9,721.0,25178.83,0.418,1,OWN,medical,0
68,35660.48,0.5,673.0,20859.94,0.514,2,RENT,education,0
61,54045.77,4.7,638.0,17309.79,0.345,0,OWN,home_improvement,0
27,54927.95,3.0,695.0,1760.9,0.038,1,RENT,home_improvement,0
34,31832.71,13.9,781.0,7319.63,0.262,2,OWN,home_improvement,0
31,85067.97,0.7,632.0,14018.33,0.14,2,MORTGAGE,medical,0
27,72547.25,,656.0,15746.98,0.123,0,OWN,debt_consolidation,0
49,50580.72,0.1,665.0,5958.37,0.095,3,RENT,medical,0
30,55537.72,2.8,841.0,34293.41,0.638,0,OWN,home_improvement,0
49,59167.66,1.6,482.0,27131.15,0.509,0,MORTGAGE,home_improvement,1
29,15000.0,10.2,705.0,19816.95,1.263,0,MORTGAGE,home_improvement,0
56,50056.45,4.6,641.0,15576.29,0.363,1,OWN,home_improvement,1
68,41360.32,4.8,695.0,13302.33,0.289,1,RENT,education,0
30,34967.6,3.8,597.0,7384.65,0.229,2,OWN,home_improvement,1
39,49377.99,0.5,646.0,15619.84,0.291,1,OWN,medical,0
51,90953.73,2.9,707.0,17062.02,0.197,0,MORTGAGE,home_improvement,1
37,67816.86,38.1,850.0,5065.92,0.119,1,OWN,business,0
29,43576.42,9.0,715.0,17673.41,0.344,3,MORTGAGE,education,0
65,66451.66,11.2,582.0,13757.93,0.173,1,OWN,home_improvement,0
53,82987.11,8.7,616.0,1000.0,0.021,2,RENT,business,0
54,73492.67,0.5,614.0,8116.92,0.231,3,MORTGAGE,medical,0
65,56192.61,1.3,506.0,11691.16,0.165,2,OWN,education,0
44,42061.26,0.0,624.0,30101.5,0.818,1,MORTGAGE,home_improvement,1
29,68964.47,1.8,709.0,19452.42,0.382,0,OWN,medical,0
27,62869.71,0.6,548.0,4316.15,0.064,4,RENT,business,0
36,72903.86,3.2,734.0,18888.29,0.244,0,MORTGAGE,education,0
39,67703.44,5.7,,2621.57,0.004,1,RENT,home_improvement,1
59,75991.05,10.4,591.0,23661.53,0.308,2,RENT,medical,0
26,44295.3,6.9,639.0,11231.0,0.183,0,RENT,education,0
31,81347.88,14.0,778.0,14250.91,0.171,3,MORTGAGE,business,0
32,58951.99,0.3,709.0,25606.37,0.509,1,OWN,home_improvement,0
62,96505.22,0.1,651.0,4702.69,0.018,0,RENT,education,0
33,41216.24,5.4,631.0,3823.05,0.081,1,OWN,business,0
32,89719.28,1.7,656.0,10331.21,0.03,0,OWN,business,0
41,58958.22,1.5,609.0,23307.03,0.414,1,MORTGAGE,medical,0
30,41971.64,2.0,482.0,2845.23,0.081,0,OWN,business,1
40,45322.28,1.6,813.0,1000.0,0.025,2,MORTGAGE,business,0
56,48593.05,3.6,662.0,11390.73,0.224,1,RENT,debt_consolidation,0
48,63483.32,2.9,682.0,19413.93,0.291,1,MORTGAGE,business,0
44,65456.71,3.6,645.0,24602.09,0.401,1,MORTGAGE,home_improvement,1
25,43526.0,5.6,591.0,11294.71,0.258,1,MORTGAGE,education,1
57,54512.91,,635.0,11708.59,0.231,1,RENT,home_improvement,1
32,97845.41,1.4,522.0,24231.21,0.258,0,OWN,home_improvement,0
55,89550.86,0.9,832.0,1000.0,0.067,1,MORTGAGE,medical,0
60,63726.47,2.1,551.0,11891.83,0.22,1,RENT,debt_consolidation,0
22,55760.07,6.8,567.0,16523.39,0.306,2,OWN,debt_consolidation,1
61,57400.63,7.1,615.0,18593.75,0.4,0,MORTGAGE,home_improvement,0
65,67270.36,5.5,753.0,10921.55,0.183,3,OWN,education,0
59,34544.15,1.3,651.0,15275.53,0.507,1,MORTGAGE,debt_consolidation,0
62,49852.47,4.4,551.0,1000.0,0.05,0,RENT,debt_consolidation,0
29,21628.32,4.2,750.0,9734.01,0.358,1,MORTGAGE,home_improvement,1
42,62984.46,3.3,708.0,18628.07,0.361,1,OWN,debt_consolidation,0
67,67943.92,4.0,693.0,7141.65,0.112,3,OWN,medical,0
25,45336.27,3.4,707.0,15471.87,0.339,2,MORTGAGE,home_improvement,0
32,86479.74,4.2,842.0,18574.98,0.229,0,RENT,debt_consolidation,0
21,30484.69,6.3,825.0,12259.61,0.385,0,MORTGAGE,debt_consolidation,0
64,25712.5,0.6,595.0,16363.71,0.648,2,MORTGAGE,debt_consolidation,0
42,59489.04,6.9,780.0,7298.14,0.093,2,RENT,home_improvement,0
58,75941.97,0.7,681.0,13347.11,0.239,1,MORTGAGE,education,1
39,88678.55,0.3,690.0,19881.73,0.219,0,OWN,business,0
36,45822.31,18.7,515.0,16255.78,0.336,0,MORTGAGE,debt_consolidation,1
51,76573.62,15.7,636.0,10307.75,0.088,0,RENT,business,0
23,54229.83,0.3,585.0,16793.73,0.323,0,MORTGAGE,business,0
43,51547.45,2.9,716.0,20716.88,0.411,1,OWN,debt_consolidation,0
62,72673.2,1.0,736.0,1000.0,0.033,0,RENT,debt_consolidation,1
38,68046.46,3.3,484.0,24272.59,0.305,0,OWN,business,1
46,23472.16,8.9,648.0,12309.96,0.444,2,RENT,education,0
33,84530.81,15.0,740.0,18403.92,0.249,0,OWN,business,1
38,82601.83,5.0,,24577.98,0.372,1,RENT,education,0
23,42488.75,,708.0,4026.61,0.043,0,RENT,medical,0
43,62916.07,4.6,678.0,9324.47,0.228,5,RENT,education,0
23,64880.6,1.9,677.0,12691.61,0.21,1,OWN,home_improvement,0
45,60213.48,12.0,628.0,8729.97,0.145,1,OWN,debt_consolidation,0
47,43993.9,,553.0,28879.49,0.637,1,OWN,medical,1
64,41567.53,4.1,560.0,8145.82,0.127,1,RENT,business,1
47,54488.92,2.0,707.0,10555.63,0.243,1,MORTGAGE,education,0
59,78454.58,1.7,652.0,16635.11,0.173,3,MORTGAGE,medical,0
45,65872.0,0.2,639.0,5382.8,0.043,1,RENT,home_improvement,0
44,47587.71,8.5,616.0,11834.55,0.298,0,MORTGAGE,education,0
28,70433.97,3.0,626.0,17539.63,0.155,2,OWN,business,0
29,15000.0,2.0,734.0,12337.12,0.746,0,MORTGAGE,business,1
66,77975.31,3.2,623.0,14252.91,0.182,1,RENT,education,1
57,20205.72,8.5,543.0,10765.34,0.547,1,RENT,home_improvement,0
50,47751.18,0.7,709.0,2884.24,0.085,1,MORTGAGE,debt_consolidation,0
39,32606.6,9.7,634.0,17572.75,0.524,0,MORTGAGE,debt_consolidation,1
36,29106.37,11.4,,29039.46,1.124,2,RENT,business,0
44,78216.54,14.7,779.0,15147.21,0.182,0,RENT,home_improvement,0
64,45645.98,2.5,648.0,16802.11,0.357,0,MORTGAGE,business,0
41,61930.08,1.2,673.0,20541.78,0.292,2,MORTGAGE,debt_consolidation,0
56,54061.59,2.3,556.0,4845.36,0.096,3,MORTGAGE,business,0
60,64540.82,2.0,632.0,28620.12,0.474,0,RENT,education,1
59,56536.44,1.0,699.0,16618.63,0.354,0,OWN,education,0
67,29340.16,4.7,526.0,28054.86,0.882,3,RENT,home_improvement,1
26,74925.34,3.2,666.0,9135.74,0.11,0,RENT,debt_consolidation,0
25,45124.87,10.0,658.0,29544.5,0.677,0,RENT,home_improvement,1
34,23868.36,0.2,653.0,21201.24,0.918,1,MORTGAGE,home_improvement,1
65,46437.7,5.2,733.0,19424.32,0.419,0,OWN,debt_consolidation,1
62,85015.2,7.2,677.0,16872.2,0.226,1,MORTGAGE,medical,0
24,72004.43,7.1,768.0,13011.77,0.14,1,RENT,medical,0
28,48026.96,10.9,571.0,24604.25,0.59,3,RENT,business,1
44,48014.85,6.5,661.0,16122.88,0.385,4,RENT,medical,0
31,48567.3,13.1,657.0,1000.0,-0.047,1,RENT,education,0
37,96534.96,2.0,564.0,6062.51,0.009,3,MORTGAGE,home_improvement,0
41,62638.71,3.5,727.0,13513.23,0.163,1,RENT,business,0
46,63600.83,0.1,836.0,17479.99,0.309,1,RENT,home_improvement,0
63,75605.67,0.0,649.0,14547.29,0.128,1,RENT,debt_consolidation,0
68,59775.78,1.4,690.0,24751.77,0.398,0,RENT,medical,1
64,49819.16,0.5,657.0,1000.0,0.043,2,MORTGAGE,debt_consolidation,0
65,51073.0,1.5,593.0,16148.7,0.313,1,OWN,business,0
47,53567.97,1.0,504.0,1000.0,0.032,2,MORTGAGE,education,0
36,54255.56,0.1,594.0,21077.7,0.335,1,MORTGAGE,medical,0
46,69552.59,12.0,539.0,14244.33,0.235,3,RENT,debt_consolidation,1
53,56038.92,0.0,786.0,18356.88,0.297,1,RENT,medical,1
51,69652.8,6.7,641.0,8088.94,0.1,2,MORTGAGE,home_improvement,0
68,53385.67,0.8,622.0,25235.72,0.485,1,MORTGAGE,education,1
67,56572.7,12.2,721.0,23333.8,0.418,0,RENT,medical,0
26,15035.99,11.2,560.0,19668.35,1.309,0,RENT,education,1
64,73326.55,5.3,589.0,13963.86,0.153,0,RENT,home_improvement,1
28,61929.77,5.6,655.0,19638.86,0.302,0,RENT,home_improvement,0
27,74960.2,0.0,732.0,9344.86,0.125,1,RENT,debt_consolidation,0
54,15000.0,21.0,690.0,21844.45,1.388,0,RENT,business,1
64,96767.49,10.5,670.0,28195.85,0.268,1,OWN,debt_consolidation,0
34,52208.21,11.3,656.0,23564.88,0.471,1,RENT,education,0
36,77163.66,5.4,682.0,9163.18,0.055,2,RENT,debt_consolidation,0
63,34201.88,2.1,666.0,17891.34,0.581,2,MORTGAGE,medical,1
29,67255.48,11.2,568.0,4654.87,0.133,0,OWN,debt_consolidation,0
30,33931.69,1.7,654.0,19579.12,0.515,1,MORTGAGE,business,1
37,42524.62,4.1,564.0,18604.83,0.505,1,RENT,business,1
32,93280.63,0.5,656.0,1000.0,0.004,0,MORTGAGE,education,0
26,51186.35,12.8,612.0,5705.73,0.132,1,RENT,home_improvement,0
